Weights,Weights2,Size,Mean Square Error
0.005540651908851626,-0.0029683174659074114,0.8,0.10808746926627315
0.03891974005546417,0.008818817280670965,0.8,0.10808746926627315
-0.009823091954085228,-0.021864648438102333,0.8,0.10808746926627315
-0.04881942953851227,-0.055256268629515944,0.8,0.10808746926627315
0.0011652350893286562,0.0006085581696722644,0.8,0.10808746926627315
-0.009287163963718877,0.001280458234484698,0.8,0.10808746926627315
0.10592482416388753,0.03573604415143914,0.8,0.10808746926627315
0.2747383394977511,-0.17244482930540272,0.8,0.10808746926627315
-1.3019737009519974,-0.8680856112937705,0.8,0.10808746926627315
-0.2588911863081365,-0.19797518638607917,0.8,0.10808746926627315
0.15556032777003648,0.08443558184329991,0.8,0.10808746926627315
3.651282124303003,4.376820214054772,0.8,0.10808746926627315
-0.07679452692726062,0.03546365177960599,0.8,0.10808746926627315
-0.38028666600869454,-0.24510281680375415,0.8,0.10808746926627315
-2.7561843034788183,-3.584046143953799,0.8,0.10808746926627315
2.958202034384887,1.9981008124370423,0.8,0.10808746926627315
-0.2972177006103306,-0.3846656003881949,0.8,0.10808746926627315
-0.7736161546168155,-0.7754432785926636,0.8,0.10808746926627315
-0.7443804325869242,-0.23040214852127125,0.8,0.10808746926627315
-0.11475033130410836,0.016354007816727998,0.8,0.10808746926627315
0.422543563808393,0.49446978007159337,0.8,0.10808746926627315
0.2060505203288968,-0.6585355379337499,0.8,0.10808746926627315
-0.9120257284407177,0.27138865768586434,0.8,0.10808746926627315
0.045061748291923845,0.028695118575026376,0.8,0.10808746926627315
-0.21339107012243905,-0.016489933385324625,0.8,0.10808746926627315
-0.08328593140820165,-0.22495912662415934,0.8,0.10808746926627315
-0.10637636288378766,0.011221464058531382,0.8,0.10808746926627315
-0.07581162036938405,0.024566290755312713,0.8,0.10808746926627315
0.3940034180734169,0.20304624302362476,0.8,0.10808746926627315
0.29635814413687606,0.13570487801337006,0.8,0.10808746926627315
0.6589129558648716,0.7076752592739627,0.8,0.10808746926627315
2.481087100165051,1.592144582725759,0.8,0.10808746926627315
-2.3944998683745093,-1.5518053272326437,0.8,0.10808746926627315
