Weights,Size,Accuracy,Precision,Recall,F1
0.032098535469811194,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
0.022183716430907205,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
-0.015862296908354244,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
-0.009558780111436894,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
-0.003051604220623232,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
0.004471840673143944,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
0.012892019500539635,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
-0.027513014800515292,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
-0.01781376696222776,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
-0.021600877392458615,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
-0.005215618144740564,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
-0.01738868241978333,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
-0.001851500572776525,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
0.02435728983585117,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
-0.007940969523142697,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
0.026521646172120654,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
0.015463519639640017,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
-0.000839873253280919,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
-0.0010371203118862441,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
-0.12211185994190668,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
-0.1583845612395592,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
-0.020935163167113566,0.2,0.8616761274046042,0.3764705882352941,0.004573388595112191,0.009036995199096301
