Weights,Weights2,Size,Mean Square Error
-0.02114139299374589,-0.05472149211686017,0.30000000000000004,1.4897655485856958
0.009379943705654398,0.00444227828030333,0.30000000000000004,1.4897655485856958
-0.02882308658721004,-0.024835115943338572,0.30000000000000004,1.4897655485856958
-0.031056548952198882,-0.0568800982700431,0.30000000000000004,1.4897655485856958
0.000884992673654536,0.0007290559919172733,0.30000000000000004,1.4897655485856958
0.37694889738543524,-0.002437190497077971,0.30000000000000004,1.4897655485856958
-0.07702615824814438,0.014048767372458295,0.30000000000000004,1.4897655485856958
-0.1678025322668255,-0.3059117916350267,0.30000000000000004,1.4897655485856958
0.05091505005792181,-0.20071927475468254,0.30000000000000004,1.4897655485856958
-0.12203158270880587,-0.05753129470846353,0.30000000000000004,1.4897655485856958
-0.03590087453003376,-0.04783749920891868,0.30000000000000004,1.4897655485856958
0.37445052017487185,0.15708536593791553,0.30000000000000004,1.4897655485856958
0.013770979909627178,0.1467177160420406,0.30000000000000004,1.4897655485856958
-0.2830637120655434,-0.09257565288698266,0.30000000000000004,1.4897655485856958
0.11644940624647783,0.1993837720482772,0.30000000000000004,1.4897655485856958
0.7860348978365042,0.6428806790359815,0.30000000000000004,1.4897655485856958
-0.45357082364409335,-0.2267647492029109,0.30000000000000004,1.4897655485856958
-0.026276068358166413,-0.08677802578951492,0.30000000000000004,1.4897655485856958
-0.3325184659882449,-0.045117273288363124,0.30000000000000004,1.4897655485856958
0.0888754777053381,0.08530032280261948,0.30000000000000004,1.4897655485856958
0.03980209786225858,0.12385905708493364,0.30000000000000004,1.4897655485856958
0.1827505108598846,-0.8772870150454953,0.30000000000000004,1.4897655485856958
-0.13494980454282843,0.7574362638966128,0.30000000000000004,1.4897655485856958
-0.08662809523322546,-0.10953694065838909,0.30000000000000004,1.4897655485856958
-0.0820182744510077,-0.011278834641265514,0.30000000000000004,1.4897655485856958
0.03358396748409037,-0.08523697773365,0.30000000000000004,1.4897655485856958
-0.002638075838248266,0.06023878162066989,0.30000000000000004,1.4897655485856958
-0.027800852079687133,-0.024915930790556304,0.30000000000000004,1.4897655485856958
0.29070321670621696,0.14684053427632077,0.30000000000000004,1.4897655485856958
0.07774412904578579,0.11959415374573054,0.30000000000000004,1.4897655485856958
0.4916256713683123,0.6913138285638256,0.30000000000000004,1.4897655485856958
1.5320490540796934,0.43845314540775887,0.30000000000000004,1.4897655485856958
-1.2791942294075755,-0.3292838389980514,0.30000000000000004,1.4897655485856958
