Weights,Weights2,Size,Mean Square Error
-0.017097076570791736,-0.021697610754552288,0.7000000000000001,0.5934874117649692
0.033158735783552856,0.016863825089482476,0.7000000000000001,0.5934874117649692
-0.015420572550145183,-0.0186641255799328,0.7000000000000001,0.5934874117649692
-0.03264158203363334,-0.057031254249530455,0.7000000000000001,0.5934874117649692
0.0018718345539174212,0.0004524361249503121,0.7000000000000001,0.5934874117649692
0.3421420079750454,-0.03312179867678791,0.7000000000000001,0.5934874117649692
-0.005562544563256163,0.02390892682454494,0.7000000000000001,0.5934874117649692
0.015599524576306477,-0.1902862241541742,0.7000000000000001,0.5934874117649692
-0.07625370973442212,-0.10944348754043394,0.7000000000000001,0.5934874117649692
-0.27078935664012177,-0.16486097956401854,0.7000000000000001,0.5934874117649692
0.08926621548896492,0.04243809757666546,0.7000000000000001,0.5934874117649692
2.4939049928081625,2.600742500496704,0.7000000000000001,0.5934874117649692
0.0326975381795326,0.14338935986865714,0.7000000000000001,0.5934874117649692
-0.43824779149301984,-0.11416545299868902,0.7000000000000001,0.5934874117649692
-1.8855289178206258,-2.1955075876489323,0.7000000000000001,0.5934874117649692
-1.155719003793146,-0.30537749431205885,0.7000000000000001,0.5934874117649692
-0.8256629252704146,-0.6041116954006703,0.7000000000000001,0.5934874117649692
-0.2662811589295787,-0.3145802671273887,0.7000000000000001,0.5934874117649692
2.259831927015705,1.3455849409046985,0.7000000000000001,0.5934874117649692
0.23426008892762584,0.12702571375333405,0.7000000000000001,0.5934874117649692
0.17853678871041545,0.2844544560690737,0.7000000000000001,0.5934874117649692
-1.4703670960220612,-1.0287034909665531,0.7000000000000001,0.5934874117649692
1.246380326756968,0.704240852647047,0.7000000000000001,0.5934874117649692
-0.06225814171343376,-0.07106939959719195,0.7000000000000001,0.5934874117649692
-0.16004586299140547,-0.03533982258968557,0.7000000000000001,0.5934874117649692
-0.08660081808982174,-0.18395682091580043,0.7000000000000001,0.5934874117649692
-0.06542404618357127,0.04166915268255848,0.7000000000000001,0.5934874117649692
0.0021214666635967936,0.06716059224996572,0.7000000000000001,0.5934874117649692
0.33009815757430305,0.13498239943229084,0.7000000000000001,0.5934874117649692
0.2990727001495337,0.1337925036841581,0.7000000000000001,0.5934874117649692
0.38505435348747313,0.727361927638376,0.7000000000000001,0.5934874117649692
1.3955026469041145,1.5020761789466222,0.7000000000000001,0.5934874117649692
-1.1573026957870738,-1.4666330099464515,0.7000000000000001,0.5934874117649692
