Weights,Weights2,Size,Mean Square Error
-0.03144785551009739,-0.05087836247992632,0.4,1.238480655143175
0.01687352262808442,0.014356837390974153,0.4,1.238480655143175
-0.030041926778069866,-0.02573433980938197,0.4,1.238480655143175
-0.03209722864543281,-0.056427819359665427,0.4,1.238480655143175
0.0011733767940369272,0.0008391873910200739,0.4,1.238480655143175
0.38863151606259577,-0.0638804432705609,0.4,1.238480655143175
-0.055974005325224736,0.02651544066604441,0.4,1.238480655143175
-0.14153287682379262,-0.34708760250929377,0.4,1.238480655143175
0.08812932106975184,-0.12739037277123583,0.4,1.238480655143175
-0.1219200959576917,-0.05378389318207086,0.4,1.238480655143175
-0.037016301930118595,-0.03473634083477001,0.4,1.238480655143175
0.918072023226598,0.25940050387908203,0.4,1.238480655143175
0.03673649403582572,0.17474922027436926,0.4,1.238480655143175
-0.24936688240545307,-0.0697101413818369,0.4,1.238480655143175
-0.5115644955171024,0.05787997673203769,0.4,1.238480655143175
0.055522203660196716,-0.03348493016584464,0.4,1.238480655143175
-0.4579574763124383,-0.29195589850666626,0.4,1.238480655143175
-0.04039281248298626,-0.12273573508932026,0.4,1.238480655143175
0.352861671791716,0.6280845426633461,0.4,1.238480655143175
0.06819425715078394,0.08015300962441163,0.4,1.238480655143175
0.03448331775632061,0.10048406385236561,0.4,1.238480655143175
0.14626690183382945,-1.1448104937514132,0.4,1.238480655143175
-0.011631402982314949,1.1401030449344753,0.4,1.238480655143175
-0.062160756794541965,-0.09020154368543129,0.4,1.238480655143175
-0.08339722342864465,-0.0200108513545745,0.4,1.238480655143175
-0.009933042059815456,-0.10587536548729876,0.4,1.238480655143175
-0.004523502130084363,0.07274775432007342,0.4,1.238480655143175
-0.037940858454550336,-0.0228621169313672,0.4,1.238480655143175
0.3350306105781718,0.1862738475711243,0.4,1.238480655143175
0.09360657384433482,0.09082497226675706,0.4,1.238480655143175
0.4275507744131937,0.6377567377526521,0.4,1.238480655143175
1.4135211445367306,0.23958123143064677,0.4,1.238480655143175
-1.1569703204687407,-0.1351031952747961,0.4,1.238480655143175
